text,label
"Ноутбук: Great quality laptop, fast delivery, exactly as described.",positive
"Laptop: Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Холодильник: Amazing TV picture quality, very satisfied with this purchase.",positive
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Tv: Terrible quality, broke after a week. Total waste of money.",negative
"Телевізор: Laptop overheats constantly, returned it after just one week.",negative
"Телевізор: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Fridge: Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Laptop: Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Холодильник: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Fridge: Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Холодильник: Middle range quality, some minor issues but generally acceptable.",neutral
"Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Fridge: Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Ноутбук: Middle range quality, some minor issues but generally acceptable.",neutral
"Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Laptop overheats constantly, returned it after just one week.",negative
"Tv: Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Телевізор: Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Fridge: Absolutely horrible product, requested refund immediately.",negative
"За такі гроші прийнятна якість, але є кращі варіанти.",neutral
Tv: Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Average product for the price, nothing special but works fine.",neutral
"Ноутбук: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Laptop overheats constantly, returned it after just one week.",negative
"Fridge: Товар прийшов швидко, упакований добре, якість на висоті.",positive
Fridge: Повернув через 3 дні — не працювало з коробки.,negative
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Laptop overheats constantly, returned it after just one week.",negative
Fridge: Повернув через 3 дні — не працювало з коробки.,negative
"Tv: Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
Laptop: Do not buy this! Stopped functioning within days of purchase.,negative
"Absolutely horrible product, requested refund immediately.",negative
"Розчарований повністю, товар не відповідає опису на сайті.",negative
"Laptop overheats constantly, returned it after just one week.",negative
"Great quality laptop, fast delivery, exactly as described.",positive
Повернув через 3 дні — не працювало з коробки.,negative
"Tv: Average product for the price, nothing special but works fine.",neutral
"Холодильник: Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Fridge: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Middle range quality, some minor issues but generally acceptable.",neutral
"Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Tv: Absolutely horrible product, requested refund immediately.",negative
"Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Телевізор: Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Laptop overheats constantly, returned it after just one week.",negative
Laptop: Повернув через 3 дні — не працювало з коробки.,negative
"Холодильник: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Average product for the price, nothing special but works fine.",neutral
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
The fridge is quiet and energy efficient. Best purchase this year!,positive
"Ноутбук: Середня якість, нічого особливого, відповідає своїй вартості.",neutral
Повернув через 3 дні — не працювало з коробки.,negative
"Laptop: Товар прийшов швидко, упакований добре, якість на висоті.",positive
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Great quality laptop, fast delivery, exactly as described.",positive
Tv: Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Terrible quality, broke after a week. Total waste of money.",negative
"Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
Fridge: The fridge is quiet and energy efficient. Best purchase this year!,positive
"Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Ноутбук: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Телевізор: Satisfactory performance overall, meets basic expectations.",neutral
"Terrible quality, broke after a week. Total waste of money.",negative
"Absolutely horrible product, requested refund immediately.",negative
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Fridge: Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Холодильник: Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Ноутбук: Laptop overheats constantly, returned it after just one week.",negative
"Телевізор: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Fridge: Розчарований повністю, товар не відповідає опису на сайті.",negative
"Телевізор: Laptop overheats constantly, returned it after just one week.",negative
Холодильник: Stopped working after one month. Awful customer service experience.,negative
"Fridge: Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Laptop: Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Нормальна техніка без особливих вражень, можна брати.",neutral
"Розчарований повністю, товар не відповідає опису на сайті.",negative
"Tv: Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Холодильник: Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Tv: Middle range quality, some minor issues but generally acceptable.",neutral
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"Ноутбук: Нормальна техніка без особливих вражень, можна брати.",neutral
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Average product for the price, nothing special but works fine.",neutral
Телевізор: The fridge is quiet and energy efficient. Best purchase this year!,positive
"Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Fridge: Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Laptop: Average product for the price, nothing special but works fine.",neutral
Do not buy this! Stopped functioning within days of purchase.,negative
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"Ноутбук: Satisfactory performance overall, meets basic expectations.",neutral
Laptop: The fridge is quiet and energy efficient. Best purchase this year!,positive
"Ноутбук: Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Laptop: Excellent product, works perfectly from day one. Highly recommend!",positive
"Ноутбук: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Холодильник: Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Fridge: Average product for the price, nothing special but works fine.",neutral
"Ноутбук: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Ноутбук: Average product for the price, nothing special but works fine.",neutral
"Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Great quality laptop, fast delivery, exactly as described.",positive
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
Laptop: Stopped working after one month. Awful customer service experience.,negative
"Ноутбук: Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Laptop: Terrible quality, broke after a week. Total waste of money.",negative
"Холодильник: Terrible quality, broke after a week. Total waste of money.",negative
"Розчарований повністю, товар не відповідає опису на сайті.",negative
"Laptop: Excellent product, works perfectly from day one. Highly recommend!",positive
"Average product for the price, nothing special but works fine.",neutral
"Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Tv: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Laptop: Very disappointed, product does not match the description at all.",negative
"Fridge: Very disappointed, product does not match the description at all.",negative
"Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Fridge: Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Very disappointed, product does not match the description at all.",negative
"Decent fridge, does the job, nothing to write home about.",neutral
"Fridge: Average product for the price, nothing special but works fine.",neutral
"Tv: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Холодильник: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Холодильник: Amazing TV picture quality, very satisfied with this purchase.",positive
"Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Задоволений на всі 100%, буду купувати тут ще раз.",positive
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Laptop overheats constantly, returned it after just one week.",negative
"Fridge: Satisfactory performance overall, meets basic expectations.",neutral
"Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Холодильник: Розчарований повністю, товар не відповідає опису на сайті.",negative
"Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Холодильник: The fridge makes loud noise at night, completely unusable.",negative
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Very disappointed, product does not match the description at all.",negative
"Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Great quality laptop, fast delivery, exactly as described.",positive
"Телевізор: Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Tv: Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Laptop: Ноутбук грівся до неможливості, повернув через тиждень.",negative
Повернув через 3 дні — не працювало з коробки.,negative
"Great quality laptop, fast delivery, exactly as described.",positive
"Tv: Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"Холодильник: Satisfactory performance overall, meets basic expectations.",neutral
Телевізор: Stopped working after one month. Awful customer service experience.,negative
"Laptop: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Холодильник: Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Tv: Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Телевізор: Розчарований повністю, товар не відповідає опису на сайті.",negative
"Телевізор: Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Середня якість, нічого особливого, відповідає своїй вартості.",neutral
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Fridge: Average product for the price, nothing special but works fine.",neutral
"Розчарований повністю, товар не відповідає опису на сайті.",negative
"Ноутбук: Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Tv: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
Повернув через 3 дні — не працювало з коробки.,negative
"Laptop: Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Very disappointed, product does not match the description at all.",negative
"Телевізор: Terrible quality, broke after a week. Total waste of money.",negative
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
Laptop: The fridge is quiet and energy efficient. Best purchase this year!,positive
"The fridge makes loud noise at night, completely unusable.",negative
"Холодильник: Нормальна техніка без особливих вражень, можна брати.",neutral
"Satisfactory performance overall, meets basic expectations.",neutral
"Холодильник: Satisfactory performance overall, meets basic expectations.",neutral
"Laptop: Satisfactory performance overall, meets basic expectations.",neutral
"Excellent product, works perfectly from day one. Highly recommend!",positive
The fridge is quiet and energy efficient. Best purchase this year!,positive
"Laptop: Average product for the price, nothing special but works fine.",neutral
"Телевізор: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Laptop: Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Very disappointed, product does not match the description at all.",negative
"Absolutely horrible product, requested refund immediately.",negative
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Холодильник: Absolutely horrible product, requested refund immediately.",negative
"Холодильник: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Fridge: Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Холодильник: Excellent product, works perfectly from day one. Highly recommend!",positive
"Tv: Розчарований повністю, товар не відповідає опису на сайті.",negative
"Laptop: The fridge makes loud noise at night, completely unusable.",negative
"Terrible quality, broke after a week. Total waste of money.",negative
"Tv: Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Tv: Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Телевізор: Great quality laptop, fast delivery, exactly as described.",positive
"Холодильник: Excellent product, works perfectly from day one. Highly recommend!",positive
"За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"Середня якість, нічого особливого, відповідає своїй вартості.",neutral
Laptop: Повернув через 3 дні — не працювало з коробки.,negative
"Tv: Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Average product for the price, nothing special but works fine.",neutral
"Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Телевізор: Розчарований повністю, товар не відповідає опису на сайті.",negative
"Terrible quality, broke after a week. Total waste of money.",negative
"Ноутбук: Пречудова техніка, працює бездоганно вже кілька місяців.",positive
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Холодильник: Decent fridge, does the job, nothing to write home about.",neutral
"Холодильник: Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Very disappointed, product does not match the description at all.",negative
Fridge: The fridge is quiet and energy efficient. Best purchase this year!,positive
"Fridge: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Ноутбук: Excellent product, works perfectly from day one. Highly recommend!",positive
The fridge is quiet and energy efficient. Best purchase this year!,positive
"Телевізор: Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Laptop: Terrible quality, broke after a week. Total waste of money.",negative
"Телевізор: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Телевізор: Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Ноутбук: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Ноутбук: Very disappointed, product does not match the description at all.",negative
"Fridge: Great quality laptop, fast delivery, exactly as described.",positive
"Холодильник: The fridge makes loud noise at night, completely unusable.",negative
"Телевізор: Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Холодильник: Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Холодильник: Amazing TV picture quality, very satisfied with this purchase.",positive
"Телевізор: Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Телевізор: Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Fridge: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Laptop: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Холодильник: Excellent product, works perfectly from day one. Highly recommend!",positive
"Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"Ноутбук: Дуже гарний телевізор, зображення чітке, звук потужний.",positive
Laptop: Do not buy this! Stopped functioning within days of purchase.,negative
"Terrible quality, broke after a week. Total waste of money.",negative
"Average product for the price, nothing special but works fine.",neutral
"Телевізор: Satisfactory performance overall, meets basic expectations.",neutral
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
Fridge: Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Tv: Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
Повернув через 3 дні — не працювало з коробки.,negative
"Average product for the price, nothing special but works fine.",neutral
"Tv: Absolutely horrible product, requested refund immediately.",negative
"Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Fridge: Laptop overheats constantly, returned it after just one week.",negative
"Laptop: Excellent product, works perfectly from day one. Highly recommend!",positive
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
Fridge: Do not buy this! Stopped functioning within days of purchase.,negative
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"Tv: Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Ноутбук: Задоволений на всі 100%, буду купувати тут ще раз.",positive
"За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"Ноутбук: Excellent product, works perfectly from day one. Highly recommend!",positive
"Laptop overheats constantly, returned it after just one week.",negative
"Great quality laptop, fast delivery, exactly as described.",positive
"Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Tv: Satisfactory performance overall, meets basic expectations.",neutral
"Ноутбук: Terrible quality, broke after a week. Total waste of money.",negative
"Tv: Middle range quality, some minor issues but generally acceptable.",neutral
"Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"The fridge makes loud noise at night, completely unusable.",negative
"Fridge: Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Телевізор: Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Холодильник: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Tv: Amazing TV picture quality, very satisfied with this purchase.",positive
"Телевізор: Excellent product, works perfectly from day one. Highly recommend!",positive
"Tv: Excellent product, works perfectly from day one. Highly recommend!",positive
"Tv: Excellent product, works perfectly from day one. Highly recommend!",positive
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Middle range quality, some minor issues but generally acceptable.",neutral
Повернув через 3 дні — не працювало з коробки.,negative
"Нормальна техніка без особливих вражень, можна брати.",neutral
"Телевізор: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Absolutely horrible product, requested refund immediately.",negative
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Very disappointed, product does not match the description at all.",negative
Телевізор: Повернув через 3 дні — не працювало з коробки.,negative
Stopped working after one month. Awful customer service experience.,negative
"Tv: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Розчарований повністю, товар не відповідає опису на сайті.",negative
"Tv: Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Tv: Найгірша покупка в моєму житті, шкодую що замовив.",negative
The fridge is quiet and energy efficient. Best purchase this year!,positive
Stopped working after one month. Awful customer service experience.,negative
"Телевізор: Laptop overheats constantly, returned it after just one week.",negative
"Fridge: Laptop overheats constantly, returned it after just one week.",negative
"Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Телевізор: Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Телевізор: Absolutely horrible product, requested refund immediately.",negative
"Tv: Laptop overheats constantly, returned it after just one week.",negative
"Average product for the price, nothing special but works fine.",neutral
"Tv: Нормальна техніка без особливих вражень, можна брати.",neutral
"Fridge: Decent fridge, does the job, nothing to write home about.",neutral
"Холодильник: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Нормальна техніка без особливих вражень, можна брати.",neutral
"Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Fridge: Absolutely horrible product, requested refund immediately.",negative
"Телевізор: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Телевізор: Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Ноутбук: Absolutely horrible product, requested refund immediately.",negative
"За такі гроші прийнятна якість, але є кращі варіанти.",neutral
Tv: Do not buy this! Stopped functioning within days of purchase.,negative
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Laptop: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
Laptop: Stopped working after one month. Awful customer service experience.,negative
"Ноутбук: Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Absolutely horrible product, requested refund immediately.",negative
"Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Холодильник: Absolutely horrible product, requested refund immediately.",negative
"Laptop: Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"The fridge makes loud noise at night, completely unusable.",negative
"Fridge: Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Very disappointed, product does not match the description at all.",negative
"Tv: Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Tv: Decent fridge, does the job, nothing to write home about.",neutral
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Ноутбук: Average product for the price, nothing special but works fine.",neutral
"Ноутбук: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
Stopped working after one month. Awful customer service experience.,negative
"Laptop: Нормальна техніка без особливих вражень, можна брати.",neutral
"Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Ноутбук: Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Laptop: Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Laptop: Great quality laptop, fast delivery, exactly as described.",positive
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Fridge: Amazing TV picture quality, very satisfied with this purchase.",positive
"Laptop: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Fridge: Great quality laptop, fast delivery, exactly as described.",positive
"Tv: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Нормальна техніка без особливих вражень, можна брати.",neutral
"Розчарований повністю, товар не відповідає опису на сайті.",negative
"Satisfactory performance overall, meets basic expectations.",neutral
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Tv: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Телевізор: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Холодильник: Satisfactory performance overall, meets basic expectations.",neutral
"Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Ноутбук: The fridge makes loud noise at night, completely unusable.",negative
"Absolutely horrible product, requested refund immediately.",negative
"Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"Fridge: Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Laptop: Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
The fridge is quiet and energy efficient. Best purchase this year!,positive
"Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Телевізор: Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Ноутбук: Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Fridge: Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Fridge: Laptop overheats constantly, returned it after just one week.",negative
"Tv: Average product for the price, nothing special but works fine.",neutral
"Absolutely horrible product, requested refund immediately.",negative
"Телевізор: Чудова якість, швидка доставка, все як описано на сайті.",positive
Do not buy this! Stopped functioning within days of purchase.,negative
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Great quality laptop, fast delivery, exactly as described.",positive
"Very disappointed, product does not match the description at all.",negative
"Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"Tv: Amazing TV picture quality, very satisfied with this purchase.",positive
"Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Телевізор: Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Laptop overheats constantly, returned it after just one week.",negative
"Телевізор: Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Tv: The fridge makes loud noise at night, completely unusable.",negative
Телевізор: The fridge is quiet and energy efficient. Best purchase this year!,positive
"Laptop overheats constantly, returned it after just one week.",negative
"Холодильник: Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
Laptop: The fridge is quiet and energy efficient. Best purchase this year!,positive
Tv: Do not buy this! Stopped functioning within days of purchase.,negative
"Absolutely horrible product, requested refund immediately.",negative
"Tv: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Ноутбук: Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Розчарований повністю, товар не відповідає опису на сайті.",negative
"Average product for the price, nothing special but works fine.",neutral
"Terrible quality, broke after a week. Total waste of money.",negative
Повернув через 3 дні — не працювало з коробки.,negative
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"Телевізор: Terrible quality, broke after a week. Total waste of money.",negative
"Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Laptop: Excellent product, works perfectly from day one. Highly recommend!",positive
"Холодильник: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Tv: The fridge makes loud noise at night, completely unusable.",negative
"Fridge: Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Fridge: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Average product for the price, nothing special but works fine.",neutral
"Холодильник: Absolutely horrible product, requested refund immediately.",negative
"Телевізор: Розчарований повністю, товар не відповідає опису на сайті.",negative
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Ноутбук: Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
The fridge is quiet and energy efficient. Best purchase this year!,positive
"Холодильник: За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"Laptop: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"Пречудова техніка, працює бездоганно вже кілька місяців.",positive
